time_utc,time_scada,lead_hours,prediction,level1,residual_pred,wind_fc,temp_fc,run_day,p10,p90,turbine_id,issue_time_utc,issue_time_scada,model_version
2026-02-13 18:00:00,2026-02-14 00:00:00,1,0.6620884509616911,0.5560009056620376,0.10608754529965347,7.359999999999999,-1.0,1.0,0.2437349359138899,0.9961754176793899,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-13 19:00:00,2026-02-14 01:00:00,2,0.6896326483198167,0.5688055865511596,0.1208270617686571,7.4399999999999995,-0.85,1.0,0.29272515920933506,0.9867589089498708,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-13 20:00:00,2026-02-14 02:00:00,3,0.7269525473313457,0.5722812998675687,0.15467124746377703,7.465,-0.45,1.0,0.27457786494855557,0.9797256631068672,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-13 21:00:00,2026-02-14 03:00:00,4,0.7284788359179662,0.5672515371963924,0.16122729872157382,7.4350000000000005,-0.35,1.0,0.2260605687740852,0.9805109250968012,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-13 22:00:00,2026-02-14 04:00:00,5,0.7055685578066135,0.547726293825368,0.15784226398124557,7.315,-0.35,1.0,0.23776724520320675,0.9842439437833318,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-13 23:00:00,2026-02-14 05:00:00,6,0.5453995207209076,0.46763411890956824,0.07776540181133934,6.945,-0.35,1.0,0.17025218433802958,0.9697048808599755,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 00:00:00,2026-02-14 06:00:00,7,0.3483472420782123,0.34281140092737106,0.00553584115084127,6.27,-0.35,1.0,0.09310418148630423,0.8524868087470403,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 01:00:00,2026-02-14 07:00:00,8,0.23386004901505514,0.164061011667207,0.06979903734784815,4.775,-0.5,1.0,0.06686677734266566,0.7996126682036828,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 02:00:00,2026-02-14 08:00:00,9,0.18905910735324838,0.08338824649276014,0.10567086086048824,3.7649999999999997,-0.44999999999999996,1.0,0.019824604158288572,0.6236814931580223,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 03:00:00,2026-02-14 09:00:00,10,0.1631341320090799,0.06003364099057975,0.10310049101850013,3.3,0.5,1.0,0.0026050152087402356,0.4705084443558754,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 04:00:00,2026-02-14 10:00:00,11,0.09427041468763288,0.030768932604972016,0.06350148208266086,2.2249999999999996,1.5,1.0,0.004123358476383815,0.3578081324732643,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 05:00:00,2026-02-14 11:00:00,12,0.08640892076941012,0.02099530825873294,0.06541361251067718,1.805,2.15,1.0,0.005295939070220218,0.3365300497418453,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 06:00:00,2026-02-14 12:00:00,13,0.07399713888088641,0.019567919767635496,0.05442921911325091,1.72,2.85,1.0,0.004963532183520816,0.39811502955883893,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 07:00:00,2026-02-14 13:00:00,14,0.05584672461885882,0.016582458247601753,0.039264266371257066,1.42,3.35,1.0,0.006635989605174551,0.22444117942573713,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 08:00:00,2026-02-14 14:00:00,15,0.04036402522625944,0.031595002081188185,0.008769023145071254,2.2649999999999997,3.1,1.0,0.007753673246265483,0.17447074072778246,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 09:00:00,2026-02-14 15:00:00,16,0.046347988745584864,0.025935235189815616,0.02041275355576925,2.02,2.9000000000000004,1.0,0.007636991692187747,0.16860034559965262,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 10:00:00,2026-02-14 16:00:00,17,0.04935083923342971,0.012818313487545138,0.03653252574588457,0.9299999999999999,2.95,1.0,0.007643414192748166,0.17575422859084983,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 11:00:00,2026-02-14 17:00:00,18,0.11418945985336426,0.05329502455150317,0.06089443530186109,3.1199999999999997,2.1,1.0,0.004839439059973014,0.4076410426464296,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 12:00:00,2026-02-14 18:00:00,19,0.23618346154132142,0.20628461246229268,0.029898849079028733,5.23,0.9,2.0,0.005043801510022761,0.5878483497640915,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 13:00:00,2026-02-14 19:00:00,20,0.228419298583175,0.2259131496324011,0.00250614895077389,5.390000000000001,0.4,2.0,0.009334629097744185,0.5794719978122502,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 14:00:00,2026-02-14 20:00:00,21,0.19961657144229383,0.22447388698319679,-0.024857315540902952,5.38,0.55,2.0,0.009282276350650237,0.4948114300993856,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 15:00:00,2026-02-14 21:00:00,22,0.17323304158590064,0.1617053700586102,0.01152767152729045,4.76,0.8,2.0,0.011037861626554929,0.42987944472429945,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 16:00:00,2026-02-14 22:00:00,23,0.14545642872227244,0.10120749911823265,0.04424892960403978,4.13,1.0,2.0,0.0055093403915372485,0.3996302704460558,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 17:00:00,2026-02-14 23:00:00,24,0.08295413746587244,0.05243844588786745,0.03051569157800498,3.09,1.0,2.0,0.006227452837011177,0.23953849647088035,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 18:00:00,2026-02-15 00:00:00,25,0.04234091633885433,0.028256566114085932,0.0140843502247684,2.115,0.85,2.0,0.007786930846813492,0.15783094779957368,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 19:00:00,2026-02-15 01:00:00,26,0.021430205831590235,0.015593447995121804,0.005836757836468431,1.315,0.04999999999999999,2.0,0.008549663720878228,0.08039130720241708,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 20:00:00,2026-02-15 02:00:00,27,0.012986504576607868,0.015257417691396599,-0.00227091311478873,1.28,-0.75,2.0,0.008945927529927997,0.07006070202577207,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 21:00:00,2026-02-15 03:00:00,28,0.014843661529854493,0.017747235272590242,-0.002903573742735749,1.5299999999999998,-0.65,2.0,0.009134561615469949,0.07650897461066665,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 22:00:00,2026-02-15 04:00:00,29,0.0208814045681949,0.027326620336791563,-0.006445215768596663,2.0700000000000003,-1.1,2.0,0.008847034462646265,0.09584446837007446,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-14 23:00:00,2026-02-15 05:00:00,30,0.0391082658819183,0.06556949462027291,-0.02646122873835461,3.4000000000000004,-2.2,2.0,0.0077573800955060765,0.20267159767459766,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-15 00:00:00,2026-02-15 06:00:00,31,0.022270879077119346,0.12593857664817845,-0.1036676975710591,4.415,-2.55,2.0,0.007750270655612266,0.2921061175395626,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-15 01:00:00,2026-02-15 07:00:00,32,0.08906440604307167,0.23552781300187942,-0.14646340695880775,5.445,-2.35,2.0,0.009403799532019558,0.5403462750293548,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-15 02:00:00,2026-02-15 08:00:00,33,0.23272880420886294,0.33932953281275213,-0.1066007286038892,6.234999999999999,-1.5,2.0,0.013916527812355806,0.7210056026559348,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-15 03:00:00,2026-02-15 09:00:00,34,0.4087466304838087,0.42246293929210676,-0.01371630880829805,6.74,0.6,2.0,0.08918647954509401,0.942163180968852,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-15 04:00:00,2026-02-15 10:00:00,35,0.6757252005740444,0.5433233546191546,0.1324018459548898,7.315,2.7,2.0,0.20181435435946998,0.9837533224565606,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-15 05:00:00,2026-02-15 11:00:00,36,0.820234487891755,0.6604492528222634,0.1597852350694916,8.25,3.7,2.0,0.43171171152730564,0.9767961266939387,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
2026-02-15 06:00:00,2026-02-15 12:00:00,37,0.9559068064144878,0.8084897885809277,0.1474170178335601,9.19,4.55,2.0,0.6293086172238869,0.9756961594619982,2,2026-02-13 17:00:00,2026-02-13 23:00:00,t2-combined-3d2333d167
