time_utc,time_scada,lead_hours,prediction,level1,residual_pred,wind_fc,temp_fc,run_day,p10,p90,turbine_id,issue_time_utc,issue_time_scada,model_version
2026-02-14 18:00:00,2026-02-15 00:00:00,1,0.013906901049789656,0.13697506376913823,-0.12306816271934858,4.6,-0.05,1.0,0.008552531589474714,0.10562047868672454,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-14 19:00:00,2026-02-15 01:00:00,2,0.011376352002544297,0.05009789165910028,-0.03872153965655598,3.065,-0.25,1.0,0.008779796772686015,0.05602645705592077,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-14 20:00:00,2026-02-15 02:00:00,3,0.010620403143886202,0.01974667160076651,-0.009126268456880308,1.6800000000000002,-0.55,1.0,0.008883246049957959,0.045447445537949285,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-14 21:00:00,2026-02-15 03:00:00,4,0.013863233987342218,0.01855202899808425,-0.004688795010742031,1.32,-0.75,1.0,0.00861184945399569,0.0294581394322568,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-14 22:00:00,2026-02-15 04:00:00,5,0.02329212225097758,0.013436058710240352,0.00985606354073723,0.885,-1.35,1.0,0.008162973490955041,0.15036708152118639,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-14 23:00:00,2026-02-15 05:00:00,6,0.028648287700664767,0.019438235807141324,0.009210051893523443,1.585,-1.65,1.0,0.011109846507067655,0.27694155445146534,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-15 00:00:00,2026-02-15 06:00:00,7,0.1060876943872332,0.06670214208920572,0.03938555229802748,3.49,-1.5,1.0,0.012280309678675078,0.4921027557455692,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-15 01:00:00,2026-02-15 07:00:00,8,0.16528405690804426,0.178733348834462,-0.01344929192641775,5.045,-1.4,1.0,0.030095543237922184,0.7326730608213741,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-15 02:00:00,2026-02-15 08:00:00,9,0.213820669280924,0.3353223226884696,-0.12150165340754562,6.475,-0.6,1.0,0.08889269038901097,0.7830410168805515,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
2026-02-15 03:00:00,2026-02-15 09:00:00,10,0.5235867251573348,0.5412289603629554,-0.017642235205620582,7.785,0.55,1.0,0.13147203169934923,0.9427738595777216,2,2026-02-14 17:00:00,2026-02-14 23:00:00,t2-direct-a0958d6664
